title,page_link,pdf_link,issue_date,fda_organization,topic,status,docket_number,comment,closing_comment
Dental Composite Resin Devices - Premarket Notification (510(k)) Submissions: Draft Guidance for Industry and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/dental-composite-resin-devices-premarket-notification-510k-submissions,https://www.fda.gov/media/179983/download,2024-07-12,['Center for Devices and Radiological Health'],"['Premarket','510(k)','Dental']",Draft,FDA-2024-D-2511,No,2024-09-10
Dental Curing Lights - Premarket Notification (510(k)) Submissions: Draft Guidance for Industry and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/dental-curing-lights-premarket-notification-510k-submissions,https://www.fda.gov/media/179991/download,2024-07-12,['Center for Devices and Radiological Health'],"['Premarket','510(k)','Dental']",Draft,FDA-2024-D-2512,No,2024-09-10
Clinical Considerations for Studies of Devices Intended to Treat Opioid Use Disorder:  Guidance for Industry and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/clinical-considerations-studies-devices-intended-treat-opioid-use-disorder,https://www.fda.gov/media/170561/download,2024-07-11,['Center for Devices and Radiological Health'],,Final,FDA-2023-D-0466,No,
Addressing Misinformation About Medical Devices and Prescription Drugs:  Questions and Answers,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/addressing-misinformation-about-medical-devices-and-prescription-drugs-questions-and-answers,https://www.fda.gov/media/179827/download,2024-07-08,"['Center for Veterinary Medicine','Center for Biologics Evaluation and Research','Center for Devices and Radiological Health','Center for Drug Evaluation and Research']",['Advertising'],Draft,FDA-2014-D-0447,No,
"Purpose and Content of Use-Related Risk Analyses for Drugs, Biological Products, and Combination Products",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/purpose-and-content-use-related-risk-analyses-drugs-biological-products-and-combination-products,https://www.fda.gov/media/179858/download,2024-07-08,"['Center for Biologics Evaluation and Research','Center for Devices and Radiological Health','Center for Drug Evaluation and Research','Office of the Commissioner']",,Draft,FDA-2024-D-2484,No,2024-09-09
"M14 General Principles on Plan, Design, and Analysis of Pharmacoepidemiological Studies That Utilize Real-World Data for Safety Assessment of Medicines",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/m14-general-principles-plan-design-and-analysis-pharmacoepidemiological-studies-utilize-real-world,https://www.fda.gov/media/179795/download,2024-07-05,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Multidisciplinary'],Draft,FDA-2024-D-2754,No,2024-09-03
Essential Drug Delivery Outputs for Devices Intended to Deliver Drugs and Biological Products: Draft Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/essential-drug-delivery-outputs-devices-intended-deliver-drugs-and-biological-products,https://www.fda.gov/media/179545/download,2024-06-28,"['Office of the Commissioner','Center for Biologics Evaluation and Research','Center for Devices and Radiological Health','Center for Drug Evaluation and Research']","['Combination Products','Pediatric Product Development']",Draft,FDA-2024-D-2560,No,2024-09-30
CVM GFI #276 Effectiveness of Anthelmintics:  Specific Recommendations for Products Proposed for the Prevention of Heartworm Disease in Dogs,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-276-effectiveness-anthelmintics-specific-recommendations-products-proposed-prevention,https://www.fda.gov/media/163319/download,2024-06-26,['Center for Veterinary Medicine'],"['Premarket','Anthelmintics','Investigational New Animal Drug (INAD)','Target Animal – Effectiveness']",Final,FDA-2022-D-2899,No,2023-05-01
CVM GFI #283 Priority Zoonotic Animal Drug Designation and Review Process,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-283-priority-zoonotic-animal-drug-designation-and-review-process,https://www.fda.gov/media/174635/download,2024-06-26,['Center for Veterinary Medicine'],"['Premarket','Animal Drugs','Investigational New Animal Drug (INAD)','New Animal Drug Application (NADA)']",Final,FDA-2023-D-3740,No,2024-02-16
Diversity Action Plans to Improve Enrollment of Participants from Underrepresented Populations in Clinical Studies: Draft Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/diversity-action-plans-improve-enrollment-participants-underrepresented-populations-clinical-studies,https://www.fda.gov/media/179593/download,2024-06-26,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research','Center for Devices and Radiological Health','Office of the Commissioner','Office of the Commissioner']",['Pediatric Product Development'],Draft,FDA-2021-D-0789,No,2024-09-26
Laboratory Developed Tests: Small Entity Compliance Guide:  Guidance for Laboratory Manufacturers and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/laboratory-developed-tests-small-entity-compliance-guide,https://www.fda.gov/media/179543/download,2024-06-25,"['Center for Devices and Radiological Health','Center for Biologics Evaluation and Research']",['IVDs (In Vitro Diagnostic Devices)'],Final,FDA-2023-N-2177,No,
"CVM GFI #288 Chemistry, Manufacturing, and Controls in Support of Recombinant Protein Products for Veterinary Medicinal Use",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-288-chemistry-manufacturing-and-controls-support-recombinant-protein-products-veterinary,https://www.fda.gov/media/179274/download,2024-06-24,['Center for Veterinary Medicine'],"['Premarket','Biotechnology','Chemistry, Manufacturing, and Controls (CMC)','Investigational New Animal Drug (INAD)','New Animal Drug Application (NADA)']",Draft,FDA-2024-D-1668,No,2024-08-23
"CVM GFI #292 Chemistry, Manufacturing, and Controls Considerations for Type A Medicated Articles",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-292-chemistry-manufacturing-and-controls-considerations-type-medicated-articles,https://www.fda.gov/media/179219/download,2024-06-24,['Center for Veterinary Medicine'],"['Premarket','Chemistry, Manufacturing, and Controls (CMC)','Current Good Manufacturing Practice (CGMP)','Generic Animal Drugs','Investigational New Animal Drug (INAD)','New Animal Drug Application (NADA)']",Draft,FDA-2024-D-1202,No,2024-08-23
CVM GFI #278 Human User Safety in New and Abbreviated New Animal Drug Applications,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-278-human-user-safety-new-and-abbreviated-new-animal-drug-applications,https://www.fda.gov/media/166696/download,2024-06-21,['Center for Veterinary Medicine'],"['Premarket','Animal Drugs','Investigational New Animal Drug (INAD)','New Animal Drug Application (NADA)','Labeling','Safety - Issues, Errors, and Problems','Pharmacology/Toxicology']",Final,FDA-2023-D-0592,No,2023-06-05
"CVM GFI #279 Demonstrating Bioequivalence for Type A Medicated Articles Containing Active Pharmaceutical Ingredient(s) Considered to be Poorly Soluble in Aqueous Media, That Exhibit Little to No Systemic Bioavailability, and Are Locally Acting",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-279-demonstrating-bioequivalence-type-medicated-articles-containing-active-pharmaceutical,https://www.fda.gov/media/168684/download,2024-06-21,['Center for Veterinary Medicine'],"['Premarket','Generic Animal Drugs','Investigational New Animal Drug (INAD)','New Animal Drug Application (NADA)']",Final,FDA-2023-D-1275,No,2023-10-16
Considerations in Demonstrating Interchangeability With a Reference Product: Update,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/considerations-demonstrating-interchangeability-reference-product-update,https://www.fda.gov/media/179456/download,2024-06-21,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['Biosimilars'],Draft,FDA-2017-D-0154,No,2024-08-20
"Circumstances that Constitute Delaying, Denying, Limiting, or Refusing a Drug or Device Inspection:  Guidance for Industry",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/circumstances-constitute-delaying-denying-limiting-or-refusing-drug-or-device-inspection,https://www.fda.gov/media/86328/download,2024-06-20,"['Office of Inspections and Investigations','Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research','Center for Veterinary Medicine','Center for Devices and Radiological Health']","['Postmarket','Investigation & Enforcement']",Final,FDA-2013-D-0710,No,
Facility Readiness:  Goal Date Decisions Under GDUFA,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/facility-readiness-goal-date-decisions-under-gdufa,https://www.fda.gov/media/162018/download,2024-06-18,['Center for Drug Evaluation and Research'],['Generic Drugs'],Final,FDA-2022-D-1981,No,
Diabetic Foot Infections: Developing Drugs for Treatment,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/diabetic-foot-infections-developing-drugs-treatment,https://www.fda.gov/media/173006/download,2024-06-17,['Center for Drug Evaluation and Research'],['Clinical - Antimicrobial'],Final,FDA-2023-D-4067,No,
Clinical Pharmacology Considerations for the Development of Oligonucleotide Therapeutics:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/clinical-pharmacology-considerations-development-oligonucleotide-therapeutics,https://www.fda.gov/media/159414/download,2024-06-14,['Center for Drug Evaluation and Research'],['Clinical - Pharmacology'],Final,FDA-2022-D-0235,No,2022-09-25
Standardized Format for Electronic Submission for Marketing Applications Content for the Planning of Bioresearch Monitoring (BIMO) Inspections for Center of Biologics Evaluation and Research Submissions,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/standardized-format-electronic-submission-marketing-applications-content-planning-bioresearch,https://www.fda.gov/media/179136/download,2024-06-05,['Center for Biologics Evaluation and Research'],['Electronic Submissions'],Draft,FDA-2024-D-2221,No,2024-08-05
Processes and Practices Applicable to Bioresearch Monitoring Inspections: Draft Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/processes-and-practices-applicable-bioresearch-monitoring-inspections,https://www.fda.gov/media/179027/download,2024-06-05,"['Office of Inspections and Investigations','Office of the Commissioner','Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research','Center for Devices and Radiological Health','Human Foods Program','Center for Tobacco Products','Center for Veterinary Medicine']","['Clinical Trials','Compliance','Postmarket','Premarket','Investigation & Enforcement','Inspection','International','Administrative / Procedural','Bioequivalence','Biopharmaceutics','Biosimilars','Investigational New Drug Application (INDA)','Food & Color Additives','Generic Drugs','HUD/HDE','Investigational Device Exemption (IDE)','Premarket Approval (PMA)','IVDs (In Vitro Diagnostic Devices)','Investigational New Animal Drug (INAD)','New Animal Drug Application (NADA)','Vaccines']",Draft,FDA-2023-D-5021,No,2024-08-05
Platform Technology Designation Program for Drug Development,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/platform-technology-designation-program-drug-development,https://www.fda.gov/media/178938/download,2024-05-28,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",,Draft,FDA-2024-D-1829,No,2024-07-29
CVM GFI #115 (VICH GL22) Studies to Evaluate the Safety of Residues of Veterinary Drugs in Human Food: Reproduction Toxicity Testing (Revision 1),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-115-vich-gl22-studies-evaluate-safety-residues-veterinary-drugs-human-food-reproduction,https://www.fda.gov/media/70128/download,2024-05-23,['Center for Veterinary Medicine'],"['Human Food Safety','VICH']",Draft,FDA-2000-D-0784,No,2024-07-22
